ym,country,theme_code,n_docs
2024-05,KG,USPEC,9169
2024-05,KG,GENERAL,8962
2024-05,KG,UNGP,8916
2024-05,KG,SOC,7157
2024-05,KG,LEADER,6142
2024-05,KG,MEDIA,4910
2024-05,KG,EDUCATION,4807
2024-05,KG,MEDICAL,4145
2024-05,KG,MANMADE,3958
2024-05,KG,ECON,3870
2024-05,KG,ARMEDCONFLICT,3812
2024-05,KG,LEGISLATION,2917
2024-05,KG,SCIENCE,2856
2024-05,KG,KILL,2569
2024-05,KG,ENV,2393
2024-05,KG,AFFECT,1899
2024-05,KG,MILITARY,1857
2024-05,KG,SECURITY,1740
2024-05,KG,AGRICULTURE,1684
2024-05,KG,TOURISM,1619
2024-05,KG,NATURAL,1505
2024-05,KG,ARREST,1472
2024-05,KG,WOUND,1435
2024-05,KG,MARITIME,1317
2024-05,KG,IDEOLOGY,1276
2024-05,KG,SLFID,1261
2024-05,KG,BORDER,1198
2024-05,KG,DELAY,1141
2024-05,KG,SANCTIONS,1079
2024-05,KG,PROTEST,1050
2024-05,KG,ELECTION,1029
2024-05,KG,TERROR,1007
2024-05,KG,GEN,1003
2024-05,KG,MOVEMENT,988
2024-05,KG,TRIAL,987
2024-05,KG,UNREST,961
2024-05,KG,GOV,849
2024-05,KG,NEGOTIATIONS,832
2024-05,KG,DRONES,760
2024-05,KG,SOVEREIGNTY,706
2024-05,KG,EXTREMISM,699
2024-05,KG,PUBLIC,698
2024-05,KG,URBAN,661
2024-05,KG,SELF,657
2024-05,KG,BAN,639
2024-05,KG,DEMOCRACY,626
2024-05,KG,ALLIANCE,613
2024-05,KG,CONSTITUTIONAL,605
2024-05,KG,RELIGION,559
2024-05,KG,CORRUPTION,552
2024-05,KG,RURAL,513
2024-05,KG,APPOINTMENT,456
2024-05,KG,TRAFFIC,426
2024-05,KG,RECRUITMENT,419
2024-05,KG,NEW,413
2024-05,KG,WMD,392
2024-05,KG,DISCRIMINATION,391
2024-05,KG,VIOLENT,336
2024-05,KG,CRIME,329
2024-05,KG,TRANSPARENCY,328
2024-05,KG,WATER,326
2024-05,KG,HEALTH,290
2024-05,KG,SHORTAGE,289
2024-05,KG,PROPAGANDA,269
2024-05,KG,TECH,268
2024-05,KG,POLITICAL,261
2024-05,KG,POVERTY,258
2024-05,KG,HUMAN,240
2024-05,KG,IMMIGRATION,240
2024-05,KG,EVACUATION,230
2024-05,KG,SEIZE,227
2024-05,KG,REFUGEES,226
2024-05,KG,FOOD,217
2024-05,KG,RETIREMENT,216
2024-05,KG,RATIFY,208
2024-05,KG,DRUG,207
2024-05,KG,HARASSMENT,206
2024-05,KG,KIDNAP,199
2024-05,KG,RESIGNATION,196
2024-05,KG,INFO,195
2024-05,KG,SEIGE,195
2024-05,KG,RELATIONS,178
2024-05,KG,DISABILITY,174
2024-05,KG,CYBER,162
2024-05,KG,SANITATION,154
2024-05,KG,ORGANIZED,148
2024-05,KG,REBELLION,146
2024-05,KG,RAPE,145
2024-05,KG,CEASEFIRE,144
2024-05,KG,DISASTER,140
2024-05,KG,PERSECUTION,133
2024-05,KG,RELEASE,131
2024-05,KG,ACT,117
2024-05,KG,SCANDAL,116
2024-05,KG,VETO,114
2024-05,KG,UNEMPLOYMENT,112
2024-05,KG,TORTURE,111
2024-05,KG,EXILE,110
2024-05,KG,LEGALIZE,110
2024-05,KG,ETH,109
2024-05,KG,BLOCKADE,106
2024-05,KG,RETALIATE,106
2024-05,KG,DISPLACED,105
2024-05,KG,PROPERTY,99
2024-05,KG,SURVEILLANCE,98
2024-05,KG,SMUGGLING,91
2024-05,KG,AVIATION,91
2024-05,KG,LITERACY,90
2024-05,KG,AID,88
2024-05,KG,IMPEACHMENT,82
2024-05,KG,TAKE,80
2024-05,KG,LGBT,79
2024-05,KG,REBELS,78
2024-05,KG,CHECKPOINT,73
2024-05,KG,PEACEKEEPING,71
2024-05,KG,CONFISCATION,71
2024-05,KG,FREESPEECH,69
2024-05,KG,STRIKE,69
2024-05,KG,MED,68
2024-05,KG,MIL,67
2024-05,KG,DEATH,59
2024-05,KG,BULLYING,58
2024-05,KG,SEPARATISTS,54
2024-05,KG,GENDER,46
2024-05,KG,VANDALIZE,45
2024-05,KG,PIRACY,42
2024-05,KG,JUSTICE,41
2024-05,KG,FUELPRICES,39
2024-05,KG,JIHAD,36
2024-05,KG,ROAD,31
2024-05,KG,REL,31
2024-05,KG,CRM,30
2024-05,KG,UNSAFE,28
2024-05,KG,CLOSURE,26
2024-05,KG,GRIEVANCES,26
2024-05,KG,POWER,25
2024-05,KG,PRIVATIZATION,24
2024-05,KG,TREASON,20
2024-05,KG,INEQUALITY,18
2024-05,KG,CLAIM,16
2024-05,KG,POPULATION,16
2024-05,KG,INTERNET,16
2024-05,KG,INFRASTRUCTURE,15
2024-05,KG,CHARASMATIC,15
2024-05,KG,STATE,14
2024-05,KG,AUSTERITY,14
2024-05,KG,SUICIDE,11
2024-05,KG,EXHUMATION,11
2024-05,KG,INSURGENCY,10
2024-05,KG,HATE,9
2024-05,KG,DEFECTION,8
2024-05,KG,RETIREMENTS,8
2024-05,KG,RAIL,7
2024-05,KG,EMERG,6
2024-05,KG,WHISTLEBLOWER,6
2024-05,KG,SICKENED,5
2024-05,KG,BLACK,5
2024-05,KG,LANDMINE,4
2024-05,KG,SLUMS,4
2024-05,KG,ASSASSINATION,4
2024-05,KG,POL,3
2024-05,KG,CURFEW,2
2024-05,KG,PIPELINE,2
2024-05,KG,LEG,1
2024-06,KG,TAX,13502
2024-06,KG,WB,11368
2024-06,KG,EPU,10532
2024-06,KG,USPEC,8254
2024-06,KG,CRISISLEX,8192
2024-06,KG,GENERAL,7870
2024-06,KG,UNGP,7714
2024-06,KG,SOC,5537
2024-06,KG,LEADER,4925
2024-06,KG,MEDIA,4177
2024-06,KG,ECON,3935
2024-06,KG,EDUCATION,3859
2024-06,KG,ARMEDCONFLICT,3212
2024-06,KG,ENV,3066
2024-06,KG,MANMADE,2999
2024-06,KG,SCIENCE,2943
2024-06,KG,MEDICAL,2784
2024-06,KG,LEGISLATION,2344
2024-06,KG,MARITIME,1729
2024-06,KG,AGRICULTURE,1669
2024-06,KG,KILL,1579
2024-06,KG,NATURAL,1510
2024-06,KG,AFFECT,1471
2024-06,KG,SANCTIONS,1368
2024-06,KG,SLFID,1304
2024-06,KG,IDEOLOGY,1298
2024-06,KG,TOURISM,1233
2024-06,KG,SECURITY,1162
2024-06,KG,BORDER,1156
2024-06,KG,MILITARY,1040
2024-06,KG,ARREST,1012
2024-06,KG,UNREST,874
2024-06,KG,TRIAL,870
2024-06,KG,TERROR,855
2024-06,KG,DELAY,794
2024-06,KG,PUBLIC,762
2024-06,KG,BAN,761
2024-06,KG,ELECTION,752
2024-06,KG,NEGOTIATIONS,747
2024-06,KG,SELF,744
2024-06,KG,GOV,717
2024-06,KG,MOVEMENT,717
2024-06,KG,ALLIANCE,688
2024-06,KG,PROTEST,663
2024-06,KG,CONSTITUTIONAL,617
2024-06,KG,DEMOCRACY,595
2024-06,KG,GEN,574
2024-06,KG,SOVEREIGNTY,554
2024-06,KG,RELIGION,514
2024-06,KG,WOUND,496
2024-06,KG,IMMIGRATION,482
2024-06,KG,RURAL,481
2024-06,KG,URBAN,479
2024-06,KG,NEW,462
2024-06,KG,APPOINTMENT,456
2024-06,KG,CORRUPTION,455
2024-06,KG,POVERTY,408
2024-06,KG,WATER,395
2024-06,KG,DRONES,394
2024-06,KG,EXTREMISM,375
2024-06,KG,REFUGEES,349
2024-06,KG,TRAFFIC,333
2024-06,KG,SHORTAGE,316
2024-06,KG,SEIZE,306
2024-06,KG,HUMAN,296
2024-06,KG,TRANSPARENCY,267
2024-06,KG,RATIFY,266
2024-06,KG,FOOD,246
2024-06,KG,HEALTH,230
2024-06,KG,SMUGGLING,225
2024-06,KG,DISCRIMINATION,225
2024-06,KG,PROPAGANDA,219
2024-06,KG,RECRUITMENT,219
2024-06,KG,CEASEFIRE,200
2024-06,KG,CRIME,177
2024-06,KG,DISABILITY,177
2024-06,KG,ORGANIZED,174
2024-06,KG,KIDNAP,171
2024-06,KG,RETIREMENT,161
2024-06,KG,SEIGE,158
2024-06,KG,DRUG,142
2024-06,KG,ACT,140
2024-06,KG,AID,139
2024-06,KG,EVACUATION,136
2024-06,KG,PEACEKEEPING,133
2024-06,KG,RESIGNATION,128
2024-06,KG,RELATIONS,121
2024-06,KG,REBELLION,117
2024-06,KG,POLITICAL,112
2024-06,KG,RETALIATE,112
2024-06,KG,RELEASE,109
2024-06,KG,TECH,106
2024-06,KG,STRIKE,104
2024-06,KG,SEPARATISTS,101
2024-06,KG,BLOCKADE,98
2024-06,KG,SANITATION,98
2024-06,KG,UNEMPLOYMENT,98
2024-06,KG,CONFISCATION,93
2024-06,KG,PROPERTY,92
2024-06,KG,TAKE,91
2024-06,KG,VIOLENT,90
2024-06,KG,DISPLACED,89
2024-06,KG,ETH,89
2024-06,KG,WMD,88
2024-06,KG,PERSECUTION,85
2024-06,KG,DISASTER,82
2024-06,KG,HARASSMENT,81
2024-06,KG,LEGALIZE,81
2024-06,KG,INFO,77
2024-06,KG,CYBER,76
2024-06,KG,RAPE,73
2024-06,KG,VETO,72
2024-06,KG,SCANDAL,66
2024-06,KG,LITERACY,61
2024-06,KG,CHECKPOINT,56
2024-06,KG,JUSTICE,56
2024-06,KG,EXILE,49
2024-06,KG,UNSAFE,49
2024-06,KG,TORTURE,49
2024-06,KG,CLOSURE,48
2024-06,KG,INEQUALITY,47
2024-06,KG,MIL,45
2024-06,KG,FUELPRICES,43
2024-06,KG,SURVEILLANCE,42
2024-06,KG,JIHAD,42
2024-06,KG,FREESPEECH,41
2024-06,KG,GENDER,40
2024-06,KG,LGBT,39
2024-06,KG,BULLYING,39
2024-06,KG,REBELS,33
2024-06,KG,POPULATION,32
2024-06,KG,GRIEVANCES,32
2024-06,KG,VANDALIZE,31
2024-06,KG,TREASON,27
2024-06,KG,PRIVATIZATION,26
2024-06,KG,POWER,24
2024-06,KG,SUICIDE,24
2024-06,KG,MED,22
2024-06,KG,CLAIM,18
2024-06,KG,REL,17
2024-06,KG,INFRASTRUCTURE,15
2024-06,KG,WHISTLEBLOWER,14
2024-06,KG,STATE,13
2024-06,KG,BLACK,13
2024-06,KG,AVIATION,13
2024-06,KG,DEATH,13
2024-06,KG,CRM,13
2024-06,KG,SLUMS,12
2024-06,KG,RETIREMENTS,12
2024-06,KG,LOCUSTS,11
2024-06,KG,AUSTERITY,11
2024-06,KG,RAIL,10
2024-06,KG,DEFECTION,9
2024-06,KG,PIRACY,9
2024-06,KG,IMPEACHMENT,8
2024-06,KG,ROAD,8
2024-06,KG,INCOME,8
2024-06,KG,EXHUMATION,7
2024-06,KG,POL,7
2024-06,KG,EMERG,5
2024-06,KG,SICKENED,5
2024-06,KG,INSURGENCY,5
2024-06,KG,ASSASSINATION,4
2024-06,KG,FIREARM,3
2024-06,KG,HATE,3
2024-06,KG,CHARASMATIC,2
2024-06,KG,INTERNET,2
2024-06,KG,LEG,1
2024-06,KG,LANDMINE,1
2024-06,KG,PIPELINE,1
2024-06,KG,GENTRIFICATION,1
2024-07,KG,TAX,13922
2024-07,KG,WB,11722
2024-07,KG,EPU,10592
2024-07,KG,USPEC,9518
2024-07,KG,CRISISLEX,8567
2024-07,KG,UNGP,8309
2024-07,KG,GENERAL,7450
2024-07,KG,LEADER,6373
2024-07,KG,SOC,6031
2024-07,KG,MEDIA,4533
2024-07,KG,EDUCATION,3921
2024-07,KG,ECON,3326
2024-07,KG,ENV,3111
2024-07,KG,SCIENCE,3048
2024-07,KG,ARMEDCONFLICT,2963
2024-07,KG,MANMADE,2703
2024-07,KG,MEDICAL,2611
2024-07,KG,LEGISLATION,2051
2024-07,KG,AGRICULTURE,1920
2024-07,KG,KILL,1725
2024-07,KG,IDEOLOGY,1595
2024-07,KG,MARITIME,1444
2024-07,KG,TOURISM,1422
2024-07,KG,TERROR,1380
2024-07,KG,SLFID,1256
2024-07,KG,BORDER,1186
2024-07,KG,NATURAL,1182
2024-07,KG,SECURITY,1144
2024-07,KG,AFFECT,1097
2024-07,KG,PUBLIC,1095
2024-07,KG,ARREST,1019
2024-07,KG,MILITARY,1015
2024-07,KG,SANCTIONS,974
2024-07,KG,ALLIANCE,913
2024-07,KG,UNREST,838
2024-07,KG,MOVEMENT,818
2024-07,KG,DELAY,815
2024-07,KG,ELECTION,790
2024-07,KG,NEGOTIATIONS,758
2024-07,KG,TRIAL,732
2024-07,KG,SOVEREIGNTY,716
2024-07,KG,DEMOCRACY,687
2024-07,KG,SELF,643
2024-07,KG,RELIGION,602
2024-07,KG,CONSTITUTIONAL,556
2024-07,KG,RURAL,522
2024-07,KG,PROTEST,517
2024-07,KG,GOV,475
2024-07,KG,NEW,461
2024-07,KG,APPOINTMENT,452
2024-07,KG,URBAN,442
2024-07,KG,EXTREMISM,433
2024-07,KG,TRAFFIC,432
2024-07,KG,CORRUPTION,425
2024-07,KG,DRUG,423
2024-07,KG,GEN,414
2024-07,KG,BAN,372
2024-07,KG,RELATIONS,364
2024-07,KG,CRIME,347
2024-07,KG,WOUND,332
2024-07,KG,DRONES,323
2024-07,KG,POVERTY,314
2024-07,KG,DISCRIMINATION,306
2024-07,KG,RECRUITMENT,299
2024-07,KG,FOOD,293
2024-07,KG,RETIREMENT,278
2024-07,KG,WATER,275
2024-07,KG,DISABILITY,231
2024-07,KG,SEIZE,229
2024-07,KG,REFUGEES,214
2024-07,KG,HEALTH,200
2024-07,KG,AVIATION,189
2024-07,KG,ORGANIZED,189
2024-07,KG,CEASEFIRE,183
2024-07,KG,TRANSPARENCY,178
2024-07,KG,EVACUATION,177
2024-07,KG,RATIFY,169
2024-07,KG,TECH,169
2024-07,KG,IMMIGRATION,165
2024-07,KG,RESIGNATION,165
2024-07,KG,ACT,165
2024-07,KG,INFO,146
2024-07,KG,SMUGGLING,142
2024-07,KG,HUMAN,140
2024-07,KG,PROPAGANDA,133
2024-07,KG,KIDNAP,130
2024-07,KG,POLITICAL,127
2024-07,KG,SHORTAGE,117
2024-07,KG,LEGALIZE,115
2024-07,KG,REBELLION,115
2024-07,KG,UNEMPLOYMENT,114
2024-07,KG,VETO,109
2024-07,KG,PERSECUTION,109
2024-07,KG,CYBER,108
2024-07,KG,SEIGE,108
2024-07,KG,AID,95
2024-07,KG,DISASTER,91
2024-07,KG,CONFISCATION,87
2024-07,KG,VIOLENT,80
2024-07,KG,SANITATION,77
2024-07,KG,ETH,76
2024-07,KG,TAKE,73
2024-07,KG,LITERACY,71
2024-07,KG,WMD,70
2024-07,KG,SCANDAL,69
2024-07,KG,RELEASE,67
2024-07,KG,CHARASMATIC,66
2024-07,KG,EXILE,62
2024-07,KG,RAPE,62
2024-07,KG,MIL,59
2024-07,KG,STRIKE,59
2024-07,KG,CHECKPOINT,54
2024-07,KG,PRIVATIZATION,53
2024-07,KG,SEPARATISTS,51
2024-07,KG,SURVEILLANCE,50
2024-07,KG,BLOCKADE,50
2024-07,KG,DISPLACED,49
2024-07,KG,PROPERTY,46
2024-07,KG,REBELS,45
2024-07,KG,PEACEKEEPING,42
2024-07,KG,HARASSMENT,41
2024-07,KG,JIHAD,39
2024-07,KG,TORTURE,36
2024-07,KG,POWER,36
2024-07,KG,RETALIATE,35
2024-07,KG,CLOSURE,32
2024-07,KG,INEQUALITY,31
2024-07,KG,STATE,29
2024-07,KG,BULLYING,29
2024-07,KG,ASSASSINATION,28
2024-07,KG,LGBT,28
2024-07,KG,GRIEVANCES,27
2024-07,KG,TREASON,25
2024-07,KG,SUICIDE,22
2024-07,KG,MED,22
2024-07,KG,POPULATION,21
2024-07,KG,FREESPEECH,21
2024-07,KG,DEATH,21
2024-07,KG,UNSAFE,19
2024-07,KG,GENDER,17
2024-07,KG,INFRASTRUCTURE,16
2024-07,KG,REL,16
2024-07,KG,FUELPRICES,16
2024-07,KG,VANDALIZE,14
2024-07,KG,AUSTERITY,13
2024-07,KG,IMPEACHMENT,13
2024-07,KG,DEFECTION,12
2024-07,KG,CRM,11
2024-07,KG,PIRACY,11
2024-07,KG,ROAD,10
2024-07,KG,INSURGENCY,10
2024-07,KG,WHISTLEBLOWER,8
2024-07,KG,JUSTICE,8
2024-07,KG,POL,7
2024-07,KG,LANDMINE,7
2024-07,KG,RETIREMENTS,6
2024-07,KG,CLAIM,6
2024-07,KG,RAIL,5
2024-07,KG,PIPELINE,5
2024-07,KG,BLACK,5
2024-07,KG,SLUMS,4
2024-07,KG,HATE,4
2024-07,KG,EXHUMATION,4
2024-07,KG,CURFEW,4
2024-07,KG,EMERG,3
2024-07,KG,INTERNET,3
2024-07,KG,PHONE,2
2024-07,KG,LOCUSTS,2
2024-07,KG,FIREARM,2
2024-07,KG,INCOME,1
2024-07,KG,LEG,1
2024-08,KG,TAX,10110
2024-08,KG,WB,8318
2024-08,KG,EPU,7175
2024-08,KG,CRISISLEX,6069
2024-08,KG,UNGP,5655
2024-08,KG,USPEC,5548
2024-08,KG,GENERAL,5271
2024-08,KG,SOC,4317
2024-08,KG,LEADER,3255
2024-08,KG,MEDIA,3070
2024-08,KG,EDUCATION,3070
2024-08,KG,ECON,2700
2024-08,KG,MEDICAL,2229
2024-08,KG,MANMADE,2088
2024-08,KG,SCIENCE,2074
2024-08,KG,ENV,1854
2024-08,KG,ARMEDCONFLICT,1842
2024-08,KG,LEGISLATION,1508
2024-08,KG,AGRICULTURE,1439
2024-08,KG,KILL,1324
2024-08,KG,NATURAL,1183
2024-08,KG,AFFECT,1047
2024-08,KG,TOURISM,1019
2024-08,KG,SECURITY,995
2024-08,KG,MARITIME,935
2024-08,KG,MILITARY,899
2024-08,KG,ARREST,894
2024-08,KG,BORDER,786
2024-08,KG,SLFID,760
2024-08,KG,IDEOLOGY,755
2024-08,KG,TRIAL,679
2024-08,KG,DELAY,678
2024-08,KG,TERROR,675
2024-08,KG,SANCTIONS,607
2024-08,KG,ELECTION,584
2024-08,KG,MOVEMENT,545
2024-08,KG,RURAL,531
2024-08,KG,URBAN,504
2024-08,KG,PUBLIC,495
2024-08,KG,PROTEST,449
2024-08,KG,UNREST,439
2024-08,KG,GOV,414
2024-08,KG,BAN,414
2024-08,KG,CORRUPTION,411
2024-08,KG,WOUND,401
2024-08,KG,CONSTITUTIONAL,401
2024-08,KG,RECRUITMENT,383
2024-08,KG,GEN,375
2024-08,KG,RELIGION,371
2024-08,KG,SELF,337
2024-08,KG,CRIME,303
2024-08,KG,SOVEREIGNTY,302
2024-08,KG,NEGOTIATIONS,301
2024-08,KG,WATER,300
2024-08,KG,APPOINTMENT,298
2024-08,KG,DRUG,292
2024-08,KG,REFUGEES,288
2024-08,KG,ALLIANCE,286
2024-08,KG,DEMOCRACY,285
2024-08,KG,TRAFFIC,285
2024-08,KG,POVERTY,282
2024-08,KG,NEW,277
2024-08,KG,RETIREMENT,276
2024-08,KG,EXTREMISM,264
2024-08,KG,DRONES,250
2024-08,KG,DISCRIMINATION,233
2024-08,KG,FOOD,198
2024-08,KG,HUMAN,197
2024-08,KG,DISABILITY,183
2024-08,KG,HEALTH,183
2024-08,KG,IMMIGRATION,174
2024-08,KG,SEIZE,167
2024-08,KG,PROPAGANDA,154
2024-08,KG,ETH,147
2024-08,KG,SHORTAGE,143
2024-08,KG,KIDNAP,137
2024-08,KG,SMUGGLING,132
2024-08,KG,STRIKE,131
2024-08,KG,TRANSPARENCY,129
2024-08,KG,RAPE,127
2024-08,KG,RELEASE,126
2024-08,KG,REBELLION,126
2024-08,KG,TECH,123
2024-08,KG,PERSECUTION,122
2024-08,KG,EVACUATION,119
2024-08,KG,RESIGNATION,115
2024-08,KG,RETALIATE,113
2024-08,KG,ACT,110
2024-08,KG,SCANDAL,101
2024-08,KG,UNEMPLOYMENT,99
2024-08,KG,TORTURE,98
2024-08,KG,POLITICAL,95
2024-08,KG,SEIGE,93
2024-08,KG,RELATIONS,82
2024-08,KG,CONFISCATION,79
2024-08,KG,SANITATION,79
2024-08,KG,ORGANIZED,77
2024-08,KG,INFO,74
2024-08,KG,RATIFY,73
2024-08,KG,FUELPRICES,65
2024-08,KG,CEASEFIRE,65
2024-08,KG,LITERACY,61
2024-08,KG,LEGALIZE,60
2024-08,KG,DISASTER,60
2024-08,KG,CYBER,57
2024-08,KG,MIL,53
2024-08,KG,BLOCKADE,52
2024-08,KG,JIHAD,50
2024-08,KG,WMD,46
2024-08,KG,UNSAFE,42
2024-08,KG,DISPLACED,41
2024-08,KG,CRM,41
2024-08,KG,CHECKPOINT,39
2024-08,KG,DEATH,38
2024-08,KG,HARASSMENT,38
2024-08,KG,EXILE,38
2024-08,KG,BULLYING,37
2024-08,KG,PROPERTY,36
2024-08,KG,VIOLENT,36
2024-08,KG,MED,33
2024-08,KG,REBELS,33
2024-08,KG,PEACEKEEPING,31
2024-08,KG,AID,31
2024-08,KG,SURVEILLANCE,31
2024-08,KG,TAKE,30
2024-08,KG,CLAIM,30
2024-08,KG,GRIEVANCES,29
2024-08,KG,PRIVATIZATION,27
2024-08,KG,CLOSURE,25
2024-08,KG,LGBT,22
2024-08,KG,POPULATION,22
2024-08,KG,SEPARATISTS,22
2024-08,KG,FREESPEECH,21
2024-08,KG,GENDER,20
2024-08,KG,STATE,19
2024-08,KG,TREASON,18
2024-08,KG,ROAD,16
2024-08,KG,INEQUALITY,14
2024-08,KG,JUSTICE,14
2024-08,KG,SUICIDE,14
2024-08,KG,PIRACY,13
2024-08,KG,INFRASTRUCTURE,13
2024-08,KG,SLUMS,12
2024-08,KG,VETO,11
2024-08,KG,RETIREMENTS,11
2024-08,KG,WHISTLEBLOWER,11
2024-08,KG,DEFECTION,11
2024-08,KG,VANDALIZE,10
2024-08,KG,ASSASSINATION,10
2024-08,KG,REL,8
2024-08,KG,POWER,8
2024-08,KG,AVIATION,8
2024-08,KG,IMPEACHMENT,7
2024-08,KG,EMERG,7
2024-08,KG,EXHUMATION,6
2024-08,KG,INSURGENCY,6
2024-08,KG,RAIL,6
2024-08,KG,LANDMINE,5
2024-08,KG,FIREARM,5
2024-08,KG,CURFEW,4
2024-08,KG,HATE,3
2024-08,KG,SICKENED,3
2024-08,KG,BLACK,3
2024-08,KG,POL,2
2024-08,KG,INCOME,2
2024-08,KG,LEG,1
2024-08,KG,AUSTERITY,1
2024-08,KG,INTERNET,1
2024-08,KG,CHARASMATIC,1
2024-09,KG,TAX,12229
2024-09,KG,WB,10404
2024-09,KG,EPU,9368
2024-09,KG,USPEC,7817
2024-09,KG,UNGP,7431
2024-09,KG,CRISISLEX,7399
2024-09,KG,GENERAL,7040
2024-09,KG,SOC,5622
2024-09,KG,LEADER,4315
2024-09,KG,MEDIA,4119
2024-09,KG,EDUCATION,4037
2024-09,KG,ECON,3201
2024-09,KG,MEDICAL,2989
2024-09,KG,SCIENCE,2784
2024-09,KG,ENV,2767
2024-09,KG,MANMADE,2586
2024-09,KG,ARMEDCONFLICT,2158
2024-09,KG,AGRICULTURE,2129
2024-09,KG,LEGISLATION,1896
2024-09,KG,KILL,1459
2024-09,KG,TOURISM,1375
2024-09,KG,NATURAL,1327
2024-09,KG,IDEOLOGY,1275
2024-09,KG,SLFID,1163
2024-09,KG,AFFECT,1060
2024-09,KG,SECURITY,1023
2024-09,KG,MARITIME,957
2024-09,KG,MILITARY,929
2024-09,KG,BORDER,902
2024-09,KG,PUBLIC,767
2024-09,KG,TRIAL,734
2024-09,KG,MOVEMENT,733
2024-09,KG,DELAY,721
2024-09,KG,UNREST,710
2024-09,KG,NEGOTIATIONS,679
2024-09,KG,ARREST,667
2024-09,KG,SANCTIONS,664
2024-09,KG,SELF,626
2024-09,KG,TERROR,621
2024-09,KG,RURAL,591
2024-09,KG,ELECTION,585
2024-09,KG,NEW,575
2024-09,KG,PROTEST,551
2024-09,KG,CONSTITUTIONAL,529
2024-09,KG,URBAN,488
2024-09,KG,FOOD,482
2024-09,KG,BAN,481
2024-09,KG,GEN,447
2024-09,KG,SOVEREIGNTY,428
2024-09,KG,APPOINTMENT,426
2024-09,KG,CORRUPTION,394
2024-09,KG,DEMOCRACY,391
2024-09,KG,SHORTAGE,391
2024-09,KG,POVERTY,390
2024-09,KG,RECRUITMENT,388
2024-09,KG,ALLIANCE,384
2024-09,KG,GOV,379
2024-09,KG,REFUGEES,379
2024-09,KG,EXTREMISM,365
2024-09,KG,RETIREMENT,362
2024-09,KG,WOUND,353
2024-09,KG,RELIGION,350
2024-09,KG,DRONES,340
2024-09,KG,WATER,339
2024-09,KG,IMMIGRATION,338
2024-09,KG,TRAFFIC,320
2024-09,KG,DISCRIMINATION,247
2024-09,KG,TRANSPARENCY,234
2024-09,KG,CRIME,219
2024-09,KG,HUMAN,211
2024-09,KG,TECH,209
2024-09,KG,SEIGE,190
2024-09,KG,ORGANIZED,189
2024-09,KG,HEALTH,184
2024-09,KG,UNEMPLOYMENT,166
2024-09,KG,DISABILITY,165
2024-09,KG,RELATIONS,161
2024-09,KG,STRIKE,160
2024-09,KG,SEIZE,159
2024-09,KG,PRIVATIZATION,150
2024-09,KG,PROPAGANDA,146
2024-09,KG,KIDNAP,138
2024-09,KG,GRIEVANCES,133
2024-09,KG,REBELLION,132
2024-09,KG,DRUG,127
2024-09,KG,CEASEFIRE,117
2024-09,KG,RATIFY,115
2024-09,KG,EVACUATION,113
2024-09,KG,PEACEKEEPING,112
2024-09,KG,CHECKPOINT,112
2024-09,KG,INFO,112
2024-09,KG,RAPE,106
2024-09,KG,CYBER,103
2024-09,KG,RESIGNATION,94
2024-09,KG,LEGALIZE,92
2024-09,KG,PERSECUTION,90
2024-09,KG,WMD,88
2024-09,KG,POLITICAL,87
2024-09,KG,AID,82
2024-09,KG,PROPERTY,81
2024-09,KG,SANITATION,80
2024-09,KG,RELEASE,79
2024-09,KG,BLOCKADE,74
2024-09,KG,SMUGGLING,73
2024-09,KG,TORTURE,70
2024-09,KG,SCANDAL,68
2024-09,KG,ETH,66
2024-09,KG,CONFISCATION,65
2024-09,KG,RETALIATE,65
2024-09,KG,INEQUALITY,62
2024-09,KG,LITERACY,62
2024-09,KG,HARASSMENT,56
2024-09,KG,MIL,56
2024-09,KG,DISASTER,55
2024-09,KG,GENDER,52
2024-09,KG,ACT,51
2024-09,KG,ROAD,47
2024-09,KG,FREESPEECH,46
2024-09,KG,FUELPRICES,43
2024-09,KG,VIOLENT,42
2024-09,KG,EXILE,42
2024-09,KG,CLOSURE,42
2024-09,KG,TAKE,39
2024-09,KG,DISPLACED,37
2024-09,KG,VETO,36
2024-09,KG,STATE,36
2024-09,KG,UNSAFE,35
2024-09,KG,REBELS,34
2024-09,KG,LGBT,34
2024-09,KG,MED,30
2024-09,KG,SURVEILLANCE,30
2024-09,KG,SEPARATISTS,30
2024-09,KG,BULLYING,30
2024-09,KG,JIHAD,28
2024-09,KG,EMERG,25
2024-09,KG,INFRASTRUCTURE,24
2024-09,KG,POWER,21
2024-09,KG,DEATH,19
2024-09,KG,PIRACY,17
2024-09,KG,TREASON,15
2024-09,KG,INSURGENCY,14
2024-09,KG,AUSTERITY,12
2024-09,KG,SUICIDE,12
2024-09,KG,VANDALIZE,12
2024-09,KG,JUSTICE,10
2024-09,KG,IMPEACHMENT,10
2024-09,KG,RETIREMENTS,10
2024-09,KG,REL,10
2024-09,KG,POPULATION,9
2024-09,KG,WHISTLEBLOWER,9
2024-09,KG,SICKENED,9
2024-09,KG,BLACK,8
2024-09,KG,SLUMS,7
2024-09,KG,CRM,7
2024-09,KG,DEFECTION,6
2024-09,KG,RAIL,6
2024-09,KG,ASSASSINATION,6
2024-09,KG,EXHUMATION,6
2024-09,KG,LANDMINE,4
2024-09,KG,AVIATION,4
2024-09,KG,INTERNET,3
2024-09,KG,CURFEW,3
